7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 45 1A AB EE 7F
7F 0E AA D6 EA 43 08 34 29 08 9B 9B 48 01 99 AB EB 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 46 1B AB F0 7F
7F 0E AA D6 EA 43 08 44 29 14 00 A6 88 81 E5 AB 83 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 47 1C AB F2 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 48 1D AB F4 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 49 1E AB F6 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4A 1F AB F8 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4B 20 AB FA 7F
7F 0E AA D6 EA 43 08 14 28 FA 86 3F 28 01 D9 AB 6B 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4C 21 AB FC 7F
7F 0E AA D6 EA 43 08 24 29 00 86 3F 28 01 F0 AB 99 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4D 22 AB FE 7F
7F 0E AA D6 EA 43 08 34 29 08 9B 9B 48 01 99 AB EB 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4E 23 AB 00 7F
7F 0E AA D6 EA 43 08 44 29 14 3F A6 88 81 24 AB 01 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 4F 24 AB 02 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 50 25 AB 04 7F
7F 0E AA D6 EA 43 08 14 28 FA 83 3C 28 01 D3 AB 5F 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 51 26 AB 06 7F
7F 0E AA D6 EA 43 08 24 29 00 86 3F 28 01 F0 AB 99 7F
7F 0F AA D8 EA 31 09 66 66 07 E8 68 0C 00 52 27 AB 08 7F
7F 0E AA D6 EA 43 08 34 29 08 9B 9B 48 01 99 AB EB 7F
<Tutorial_Text: Add a 5th X band>
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 53 36 AB 26 7F
7F 0E AA D6 EA 43 08 44 29 14 3F A6 88 81 24 AB 01 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 54 37 AB 28 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 55 38 AB 2A 7F
7F 0E AA D6 EA 43 08 15 28 FA 86 3F 28 01 DA AB 6D 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 56 39 AB 2C 7F
7F 0E AA D6 EA 43 08 25 29 00 83 3C 28 01 EB AB 8F 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 57 3A AB 2E 7F
7F 0E AA D6 EA 43 08 35 29 08 95 95 48 01 8E AB D5 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 58 3B AB 30 7F
7F 0E AA D6 EA 43 08 45 29 14 3C A3 88 81 1F AB F7 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 59 3C AB 32 7F
7F 0E AA D6 EA 43 08 55 29 22 86 86 48 01 AA AB 0D 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5A 3D AB 34 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5B 3E AB 36 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5C 3F AB 38 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5D 40 AB 3A 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5E 41 AB 3C 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 5F 42 AB 3E 7F
7F 0E AA D6 EA 43 08 15 28 FA 86 3F 28 01 DA AB 6D 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 60 43 AB 40 7F
7F 0E AA D6 EA 43 08 25 29 00 86 3F 28 01 F1 AB 9B 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 61 44 AB 42 7F
7F 0E AA D6 EA 43 08 35 29 08 9B 99 48 01 98 AB E9 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 62 45 AB 44 7F
7F 0E AA D6 EA 43 08 45 29 14 39 A0 88 81 19 AB EB 7F
7F 0F AA D8 EA 31 09 6D 6D 07 E8 68 0C 00 63 46 AB 46 7F
7F 0E AA D6 EA 43 08 55 29 22 86 86 48 01 AA AB 0D 7F
<Tutorial_Text: Add a K band>
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 64 C7 AB 48 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 65 C8 AB 4A 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 66 C9 AB 4C 7F
7F 0E AA D6 EA 43 08 16 28 FA 80 39 28 01 CF AB 57 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 67 CA AB 4E 7F
7F 0E AA D6 EA 43 08 26 29 00 86 3F 28 01 F2 AB 9D 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 68 CB AB 50 7F
7F 0E AA D6 EA 43 08 36 29 08 98 96 48 01 93 AB DF 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 69 CC AB 52 7F
7F 0E AA D6 EA 43 08 46 29 14 33 9A 88 01 8E AB D5 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6A CD AB 54 7F
7F 0E AA D6 EA 43 08 56 29 22 83 83 48 01 A5 AB 03 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6B CE AB 56 7F
7F 0E AA D6 EA 43 08 66 5D EA 8B 3F 24 81 D1 AB 5B 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6C CF AB 58 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6D D0 AB 5A 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6E D1 AB 5C 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 6F D2 AB 5E 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 70 D3 AB 60 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 71 D4 AB 62 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 72 D5 AB 64 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 73 D6 AB 66 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 74 D7 AB 68 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 75 D8 AB 6A 7F
7F 0E AA D6 EA 43 08 16 28 FA 86 3F 28 01 DB AB 6F 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 76 D9 AB 6C 7F
7F 0E AA D6 EA 43 08 26 29 00 86 3F 28 01 F2 AB 9D 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 77 DA AB 6E 7F
7F 0E AA D6 EA 43 08 36 29 08 8F 8D 48 01 81 AB BB 7F
7F 0F AA D8 EA 31 09 7D 5D 7D 5D 03 EC C8 0C 00 78 DB AB 70 7F
7F 0E AA D6 EA 43 08 46 29 14 3F 9E 88 01 9E AB F5 7F
<Tutorial_Text: Add a second K band>
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 79 90 AB DA 7F
7F 0E AA D6 EA 43 08 56 29 22 86 84 48 01 A9 AB 0B 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7A 91 AB DC 7F
7F 0E AA D6 EA 43 08 66 5D EA 8B 3F 24 81 D1 AB 5B 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7B 92 AB DE 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7C 93 AB E0 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7D 5D 94 AB E2 7F
7F 0E AA D6 EA 43 08 17 28 FA 86 3F 28 01 DC AB 71 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7E 95 AB E4 7F
7F 0E AA D6 EA 43 08 27 29 00 86 3F 28 01 F3 AB 9F 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 7D 5F 96 AB E6 7F
7F 0E AA D6 EA 43 08 37 29 08 9B 99 48 01 9A AB ED 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 80 97 AB E8 7F
7F 0E AA D6 EA 43 08 47 29 14 3C 9B 88 01 99 AB EB 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 81 98 AB EA 7F
7F 0E AA D6 EA 43 08 57 29 22 83 81 48 01 A4 AB 01 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 82 99 AB EC 7F
7F 0E AA D6 EA 43 08 67 5D EA 88 3C 24 01 4C AB 51 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 83 9A AB EE 7F
7F 0E AA D6 EA 43 08 77 5D F6 3F 8B 84 81 4E AB 55 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 84 9B AB F0 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 85 9C AB F2 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 86 9D AB F4 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 87 9E AB F6 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 88 9F AB F8 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 89 A0 AB FA 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 8A A1 AB FC 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 8B A2 AB FE 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 8C A3 AB 00 7F
7F 0E AA D6 EA 43 08 18 28 FA 86 3F 28 01 DD AB 73 7F
7F 0F AA D8 EA 31 09 07 07 03 EC 68 0C 00 8D A4 AB 02 7F
7F 0E AA D6 EA 43 08 28 29 00 86 3F 28 01 F4 AB A1 7F
<Tutorial_Text: Add a 3rd K band>
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 8E D5 AB 64 7F
7F 0E AA D6 EA 43 08 38 29 08 98 96 48 01 95 AB E3 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 8F D6 AB 66 7F
7F 0E AA D6 EA 43 08 48 29 14 3F A0 88 01 A2 AB FD 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 90 D7 AB 68 7F
7F 0E AA D6 EA 43 08 58 29 22 7D 5D 7B 48 01 99 AB EB 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 91 D8 AB 6A 7F
7F 0E AA D6 EA 43 08 68 5D EA 82 36 24 01 41 AB 3B 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 92 D9 AB 6C 7F
7F 0E AA D6 EA 43 08 78 5D F6 3F 8B 84 01 CF AB 57 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 93 DA AB 6E 7F
7F 0E AA D6 EA 43 08 88 5E 26 8B 8B 44 81 9C AB F1 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 94 DB AB 70 7F
7F 0F AA D8 EA 31 09 7D 5F 7D 5F 03 EC A8 0C 00 95 DC AB 72 7F
7F 0E AA D6 EA 43 08 19 28 FA 86 3F 28 01 DE AB 75 7F
<Tutorial_Text: A 4th K band>
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 96 E1 AB 7C 7F
7F 0E AA D6 EA 43 08 29 29 00 83 3C 28 01 EF AB 97 7F
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 97 E2 AB 7E 7F
7F 0E AA D6 EA 43 08 39 29 08 92 90 48 01 8A AB CD 7F
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 98 E3 AB 80 7F
7F 0E AA D6 EA 43 08 49 29 14 3F A4 88 01 A7 AB 07 7F
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 99 E4 AB 82 7F
7F 0E AA D6 EA 43 08 59 29 22 77 75 48 01 8E AB D5 7F
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 9A E5 AB 84 7F
7F 0E AA D6 EA 43 08 69 5D EA 8B 3F 24 01 54 AB 61 7F
7F 0F AA D8 EA 31 09 6F 6F 07 EC C8 0C 00 9B E6 AB 86 7F
